"libelleNomsArtistes","numero","titre","dateProduction","categorie","materiaux","dimensions","lieuProduction","emplacementOeuvresDansLaVille","provenance","collection","departement","dateAcquisition","oeuvrePrincipale","oeuvrePrincipaleId","elements","elementsId","nomsArtistesTries","artistes","artistesId","evenements","evenementsId","publications","publicationsId","images","id"
"Kasimir Malevich","A 78 52 G 15 (11)","Un certain malintentionné (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-11/","un-certain-malintentionne-sieg-uber-die-sonne"
"Kasimir Malevich","A 78 52 G 15 (10)","Un choriste (tirée de l’album « Sieg über die Sonne », 1913)","1913, tirage de 1973","Estampe","Sérigraphie, 10/100","41,9 x 29,5 cm","Russie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1978","Kasimir Malevich : Sieg über die Sonne, 1913, tirage de 1973","sieg-uber-die-sonne","","","Malevich, Kasimir","Kasimir Malevich","malevich-kasimir","Point, Ligne, Plan, 1986-01-26 → 1986-03-16 [Exposition – collection] | Constructivisme et avant-garde russe, 1981-02-27 → 1981-04-05 [Exposition – collection (itinérante)]","point-ligne-plan | constructivisme-et-avant-garde-russe","Constructivisme et avant-garde russe, 1982 [Catalogue]","constructivisme-et-avant-garde-russe","https://macrepertoire.macm.org/kit/a-78-52-g-15-10/","un-choriste-sieg-uber-die-sonne"
"Mané-Katz","D 75 42 P 1","Still Life","vers 1957","Peinture","Huile sur toile","146,5 x 114 cm","France","","Don du docteur Max Stern","Collection Musée d’art contemporain de Montréal","Art contemporain international","1975","","","","","Mané-Katz","Mané-Katz","mane-katz","Don Stern, 1984-01-19 → 1984-02-28 [Exposition – collection]","don-stern","","","https://macrepertoire.macm.org/kit/d-75-42-p-1/","still-life"
"Piero Manzoni","D 02 36 E 1","Linea","1959","Estampe","Sérigraphie, 28/60","49 x 34,3 cm (dimensions à vue)","","","Don de monsieur Luc LaRochelle","Collection Musée d’art contemporain de Montréal","Art contemporain international","2002","","","","","Manzoni, Piero","Piero Manzoni","manzoni-piero","","","","","https://macrepertoire.macm.org/kit/d-02-36-e-1/","linea"
"Filippo Tommaso Marinetti","A 81 56 CO 1","Luce","1912","Techniques mixtes","Collage et encre sur papier","31 x 20,8 cm","Milan, Italie","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","","","","","Marinetti, Filippo Tommaso","Filippo Tommaso Marinetti","marinetti-filippo-tommaso","Partitions, 2018-10-20 → 2019-01-20 [Exposition – temporaire] | De l’écriture, 2007-04-20 → 2007-10-08 [Exposition – collection (itinérante)] | Les vingt ans du Musée à travers sa collection, 1985-01-27 → 1985-04-21 [Exposition – collection]","partitions | de-l-ecriture | les-vingt-ans-du-musee-a-travers-sa-collection","Les Vingt ans du Musée à travers sa collection, 1985 [Catalogue]","les-vingt-ans-du-musee-a-travers-sa-collection","https://macrepertoire.macm.org/kit/a-81-56-co-1/","luce"
"Henri Matisse","A 74 44 G 1","Autoportrait","1944","Estampe","Lithographie, 15/25","52,8 x 38 cm","Nice, France","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1974","","","","","Matisse, Henri","Henri Matisse","matisse-henri","La collection permanente : œuvres internationales sur papier 1914-1980, 1980-08-22 → 1980-10-12 [Exposition – collection] | La Collection permanente, 1965-1975, 1975-06-22 → 1975-07-20 [Exposition – collection]","la-collection-permanente-oeuvres-internationales-sur-papier | la-collection-permanente-1965-1975","","","https://macrepertoire.macm.org/kit/a-74-44-g-1/","autoportrait-74-44"
"Henri Matisse","A 76 2 P 1","Portrait au visage rose et bleu","1936-1937","Peinture","Huile sur toile","42 x 33,1 cm","Nice, France","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1976","","","","","Matisse, Henri","Henri Matisse","matisse-henri","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection] | Les vingt ans du Musée à travers sa collection, 1985-01-27 → 1985-04-21 [Exposition – collection] | La Collection permanente du Musée, 1980-06-19 → 1980-08-03 [Exposition – collection]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux | les-vingt-ans-du-musee-a-travers-sa-collection | la-collection-permanente-du-musee","Les Vingt ans du Musée à travers sa collection, 1985 [Catalogue] | Ateliers, 1977 [Journal]","les-vingt-ans-du-musee-a-travers-sa-collection | ateliers_1977-1","https://macrepertoire.macm.org/kit/a-76-2-p-1/","portrait-au-visage-rose-et-bleu"
"Henrietta Mabel May","A 92 1066 P 1","Mountain Side","1946","Peinture","Huile sur carton","76 x 91,3 cm","Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","May, Henrietta Mabel","Henrietta Mabel May","may-henrietta-mabel","","","","","https://macrepertoire.macm.org/kit/a-92-1066-p-1/","mountain-side"
"Henrietta Mabel May","A 92 412 P 1","A Bright Summer Day","vers 1930","Peinture","Huile sur toile","55 x 68 cm","Montréal (Québec), Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","May, Henrietta Mabel","Henrietta Mabel May","may-henrietta-mabel","","","","","https://macrepertoire.macm.org/kit/a-92-412-p-1/","a-bright-summer-day"
"Henrietta Mabel May","A 92 793 P 1","Scène du port de Montréal","vers 1915","Peinture","Huile sur toile","45,7 x 56,2 cm","Montréal (Québec), Canada","","Achat","Collection Lavalin du Musée d’art contemporain de Montréal","Art contemporain québécois","1992","","","","","May, Henrietta Mabel","Henrietta Mabel May","may-henrietta-mabel","","","","","https://macrepertoire.macm.org/kit/a-92-793-p-1/","scene-du-port-de-montreal"
"Gordon McKinley Webber","D 97 56 P 1","Abstract Composition","1954","Peinture","Tempera et sable sur carton marouflé sur support rigide","38 x 50,7 cm","","","Don de monsieur Gilles Gagnon","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1997","","","","","McKinley Webber, Gordon","Gordon McKinley Webber","mckinley-webber-gordon","","","","","https://macrepertoire.macm.org/kit/d-97-56-p-1/","abstract-composition"
"Gordon McKinley Webber","D 97 57 PH 1","Driftwood","1953","Photographie","Épreuve à la gélatine argentique laminée sur panneau d’aggloméré","49,6 x 39,4 cm","","","Don de monsieur Gilles Gagnon","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","1997","","","","","McKinley Webber, Gordon","Gordon McKinley Webber","mckinley-webber-gordon","","","","","https://macrepertoire.macm.org/kit/d-97-57-ph-1/","driftwood"
"Gordon McKinley Webber","D 00 148 E 1","Composition No. 1","1948","Estampe","Lithographie","35,2 x 25 cm","","","Don de monsieur Gilles Gagnon","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","","","","","McKinley Webber, Gordon","Gordon McKinley Webber","mckinley-webber-gordon","… autres espaces, 2009-11-07 → 2010-04-05 [Exposition – collection]","autres-espaces","","","https://macrepertoire.macm.org/kit/d-00-148-e-1/","composition-no-1"
"Gordon McKinley Webber","D 00 149 E 1","Composition No. 2","1948","Estampe","Lithographie","35,2 x 25 cm","","","Don de monsieur Gilles Gagnon","Collection Musée d’art contemporain de Montréal","Art contemporain québécois","2000","","","","","McKinley Webber, Gordon","Gordon McKinley Webber","mckinley-webber-gordon","… autres espaces, 2009-11-07 → 2010-04-05 [Exposition – collection]","autres-espaces","","","https://macrepertoire.macm.org/kit/d-00-149-e-1/","composition-no-2"
"Hannes Meyer","A 86 37 PH 1","Sans titre","1926","Photographie","Épreuve à la gélatine argentique","8,4 x 10,9 cm","Bâle, Suisse","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1986","","","","","Meyer, Hannes","Hannes Meyer","meyer-hannes","","","","","https://macrepertoire.macm.org/kit/a-86-37-ph-1/","sans-titre-86-37"
"David Milne","D 83 105 P 1","John Brown’s Farm","1928","Peinture","Huile sur toile","31 x 41 cm","","","Don du docteur Max Stern","Collection Musée d’art contemporain de Montréal","Art contemporain canadien","1983","","","","","Milne, David","David Milne","milne-david","Don Stern, 1984-01-19 → 1984-02-28 [Exposition – collection]","don-stern","","","https://macrepertoire.macm.org/kit/d-83-105-p-1/","john-brown-s-farm"
"Mirko","D 75 46 D 1","Rittrato","non daté","Dessin","Cire pigmentée sur papier","58,4 x 44,5 cm","","","Don du docteur Max Stern","Collection Musée d’art contemporain de Montréal","Art contemporain international","1975","","","","","Mirko","Mirko","mirko","Don Stern, 1984-01-19 → 1984-02-28 [Exposition – collection]","don-stern","","","https://macrepertoire.macm.org/kit/d-75-46-d-1/","rittrato"
"László Moholy-Nagy","A 81 58 PH 12 (8)","Bienenwabe (tirée de l’album « Sans titre », 1920 - 1939)","1939, tirage de 1973","Photographie","Épreuve à la gélatine argentique, 44/50","50,5 x 41,1 cm","Berlin, Allemagne","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","László Moholy-Nagy : Sans titre, 1920-1939, tirage de 1973","sans-titre-81-58","","","Moholy-Nagy, László","László Moholy-Nagy","moholy-nagy-laszlo","L’Œil et l’esprit : Point de vue de Geneviève Cadieux sur la Collection, 2015-04-02 → 2016-04-17 [Exposition – collection] | Moholy-Nagy : photogrammes, photomontages, photographies, 1983-06-09 → 1983-07-17 [Exposition – collection (itinérante)]","l-oeil-et-l-esprit-point-de-vue-de-genevieve-cadieux | moholy-nagy-photogrammes-photomontages-photographies","Moholy-Nagy : photogrammes, photomontages, photographies, 1984 [Catalogue]","moholy-nagy-photogrammes-photomontages-photographies","https://macrepertoire.macm.org/kit/a-81-58-ph-12-8/","bienenwabe-sans-titre"
"László Moholy-Nagy","A 81 58 PH 12 (1)","Parking lot Chicago (tirée de l’album « Sans titre », 1920 - 1939)","1938, tirage de 1973","Photographie","Épreuve à la gélatine argentique, 44/50","29,5 x 35 cm","Berlin, Allemagne","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","László Moholy-Nagy : Sans titre, 1920-1939, tirage de 1973","sans-titre-81-58","","","Moholy-Nagy, László","László Moholy-Nagy","moholy-nagy-laszlo","Moholy-Nagy : photogrammes, photomontages, photographies, 1983-06-09 → 1983-07-17 [Exposition – collection (itinérante)]","moholy-nagy-photogrammes-photomontages-photographies","Moholy-Nagy : photogrammes, photomontages, photographies, 1984 [Catalogue]","moholy-nagy-photogrammes-photomontages-photographies","https://macrepertoire.macm.org/kit/a-81-58-ph-12-1/","parking-lot-chicago-sans-titre"
"László Moholy-Nagy","A 81 58 PH 12 (7)","Dusk at the playing field of Eton (tirée de l’album « Sans titre », 1920 - 1939)","1936, tirage de 1973","Photographie","Épreuve à la gélatine argentique, 44/50","20,9 x 26,5 cm","Berlin, Allemagne","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","László Moholy-Nagy : Sans titre, 1920-1939, tirage de 1973","sans-titre-81-58","","","Moholy-Nagy, László","László Moholy-Nagy","moholy-nagy-laszlo","Moholy-Nagy : photogrammes, photomontages, photographies, 1983-06-09 → 1983-07-17 [Exposition – collection (itinérante)]","moholy-nagy-photogrammes-photomontages-photographies","Moholy-Nagy : photogrammes, photomontages, photographies, 1984 [Catalogue]","moholy-nagy-photogrammes-photomontages-photographies","https://macrepertoire.macm.org/kit/a-81-58-ph-12-7/","dusk-at-the-playing-field-of-eton-sans"
"László Moholy-Nagy","A 81 58 PH 12 (2)","Akt positiv-Akt negativ (tirée de l’album « Sans titre », 1920 - 1939)","1931, tirage de 1973","Photographie","2 épreuves à la gélatine argentique, 44/50","40,6 x 29,3 cm (négatif), 40,5 x 28,9 cm (positif)","Berlin, Allemagne","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","László Moholy-Nagy : Sans titre, 1920-1939, tirage de 1973","sans-titre-81-58","","","Moholy-Nagy, László","László Moholy-Nagy","moholy-nagy-laszlo","Moholy-Nagy : photogrammes, photomontages, photographies, 1983-06-09 → 1983-07-17 [Exposition – collection (itinérante)]","moholy-nagy-photogrammes-photomontages-photographies","Moholy-Nagy : photogrammes, photomontages, photographies, 1984 [Catalogue]","moholy-nagy-photogrammes-photomontages-photographies","https://macrepertoire.macm.org/kit/a-81-58-ph-12-2/","akt-positiv-akt-negativ-sans-titre"
"László Moholy-Nagy","A 81 58 PH 12 (11)","Boote (tirée de l’album « Sans titre », 1920 - 1939)","vers 1930, tirage de 1973","Photographie","Épreuve à la gélatine argentique, 44/50","38,5 x 39,5 cm","Berlin, Allemagne","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","László Moholy-Nagy : Sans titre, 1920-1939, tirage de 1973","sans-titre-81-58","","","Moholy-Nagy, László","László Moholy-Nagy","moholy-nagy-laszlo","Moholy-Nagy : photogrammes, photomontages, photographies, 1983-06-09 → 1983-07-17 [Exposition – collection (itinérante)]","moholy-nagy-photogrammes-photomontages-photographies","Moholy-Nagy : photogrammes, photomontages, photographies, 1984 [Catalogue]","moholy-nagy-photogrammes-photomontages-photographies","https://macrepertoire.macm.org/kit/a-81-58-ph-12-11/","boote-sans-titre"
"László Moholy-Nagy","A 81 58 PH 12 (3)","Katze (tirée de l’album « Sans titre », 1920 - 1939)","vers 1930, tirage de 1973","Photographie","Épreuve à la gélatine argentique, 44/50","24,1 x 17,5 cm","Berlin, Allemagne","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","László Moholy-Nagy : Sans titre, 1920-1939, tirage de 1973","sans-titre-81-58","","","Moholy-Nagy, László","László Moholy-Nagy","moholy-nagy-laszlo","Moholy-Nagy : photogrammes, photomontages, photographies, 1983-06-09 → 1983-07-17 [Exposition – collection (itinérante)]","moholy-nagy-photogrammes-photomontages-photographies","Moholy-Nagy : photogrammes, photomontages, photographies, 1984 [Catalogue]","moholy-nagy-photogrammes-photomontages-photographies","https://macrepertoire.macm.org/kit/a-81-58-ph-12-3/","katze-sans-titre"
"László Moholy-Nagy","A 81 58 PH 12 (6)","Rothenburg (tirée de l’album « Sans titre », 1920 - 1939)","vers 1930, tirage de 1973","Photographie","Épreuve à la gélatine argentique, 44/50","17,9 x 23,8 cm","Berlin, Allemagne","","Achat","Collection Musée d’art contemporain de Montréal","Art contemporain international","1981","László Moholy-Nagy : Sans titre, 1920-1939, tirage de 1973","sans-titre-81-58","","","Moholy-Nagy, László","László Moholy-Nagy","moholy-nagy-laszlo","Moholy-Nagy : photogrammes, photomontages, photographies, 1983-06-09 → 1983-07-17 [Exposition – collection (itinérante)]","moholy-nagy-photogrammes-photomontages-photographies","Moholy-Nagy : photogrammes, photomontages, photographies, 1984 [Catalogue]","moholy-nagy-photogrammes-photomontages-photographies","https://macrepertoire.macm.org/kit/a-81-58-ph-12-6/","rothenburg-sans-titre"
